"tool_final","Orthogroup","Ambrosia","Non_Ambrosia","NumberGenes"
"CAZyme","N0.HOG0001765",0,2,269
"CAZyme","N0.HOG0001766",1,2,89
"CAZyme","N0.HOG0001769",1,1,371
"CAZyme","N0.HOG0001770",24,0,3
"CAZyme","N0.HOG0001777",1.5,1,18
"CAZyme","N0.HOG0001781",2,2,208
"CAZyme","N0.HOG0001785",0,1,70
"CAZyme","N0.HOG0001793",2,0,327
"CAZyme","N0.HOG0001794",2,2,208
"CAZyme","N0.HOG0001795",0,2,269
"CAZyme","N0.HOG0001798",3.5,0,5
"CAZyme","N0.HOG0001803",1,2,89
"CAZyme","N0.HOG0001804",1,1,371
"CAZyme","N0.HOG0001808",2,2.5,6
"CAZyme","N0.HOG0001810",0,2,269
"CAZyme","N0.HOG0001811",2,2,208
"CAZyme","N0.HOG0001812",2,2,208
"CAZyme","N0.HOG0001813",0,2,269
"CAZyme","N0.HOG0001816",0,2,269
"CAZyme","N0.HOG0001817",3,3,32
"CAZyme","N0.HOG0001818",0,2,269
"CAZyme","N0.HOG0001819",0,2,269
"CAZyme","N0.HOG0001827",1.5,0,20
"CAZyme","N0.HOG0001830",0,1.5,15
"CAZyme","N0.HOG0001837",3,2,33
"CAZyme","N0.HOG0001838",1,1,371
"CAZyme","N0.HOG0001847",1.5,1,18
"CAZyme","N0.HOG0001848",2,2,208
"CAZyme","N0.HOG0001852",2,2,208
"CAZyme","N0.HOG0001853",2,1.5,19
"CAZyme","N0.HOG0001856",2,2,208
"CAZyme","N0.HOG0001865",2,2,208
"CAZyme","N0.HOG0001868",2,2,208
"CAZyme","N0.HOG0001874",0,2,269
"CAZyme","N0.HOG0001875",2,2,208
"CAZyme","N0.HOG0001876",0,3.5,8
"CAZyme","N0.HOG0001882",2,0,327
"CAZyme","N0.HOG0001884",1.5,1,18
"CAZyme","N0.HOG0001888",4,0,49
"CAZyme","N0.HOG0001891",2,2,208
"CAZyme","N0.HOG0001894",2,2,208
"CAZyme","N0.HOG0001898",2,0,327
"CAZyme","N0.HOG0001903",2,2,208
"CAZyme","N0.HOG0001910",1,0,85
"CAZyme","N0.HOG0001911",1,1.5,20
"CAZyme","N0.HOG0001912",1.5,1,18
"CAZyme","N0.HOG0001913",1,2,89
"CAZyme","N0.HOG0001921",3,3.5,3
"CAZyme","N0.HOG0001926",1,0,85
"CAZyme","N0.HOG0001943",0,2,269
"CAZyme","N0.HOG0001946",2,0,327
"CAZyme","N0.HOG0001957",4,2,8
"CAZyme","N0.HOG0001958",2,3.5,2
"CAZyme","N0.HOG0001961",0,4,43
"CAZyme","N0.HOG0001967",2,2.5,6
"CAZyme","N0.HOG0001968",2,0,327
"CAZyme","N0.HOG0001970",0,2,269
"CAZyme","N0.HOG0001973",2,0,327
"CAZyme","N0.HOG0001978",0,4,43
"CAZyme","N0.HOG0001984",2,0,327
"CAZyme","N0.HOG0001985",2,1,87
"CAZyme","N0.HOG0001986",2,2,208
"CAZyme","N0.HOG0001987",1.5,2,20
"CAZyme","N0.HOG0001988",0,2,269
"CAZyme","N0.HOG0001999",2,2,208
"CAZyme","N0.HOG0002000",1,1,371
"CAZyme","N0.HOG0002005",2,0,327
"CAZyme","N0.HOG0002007",1,2,89
"CAZyme","N0.HOG0002011",2,2,208
"CAZyme","N0.HOG0002018",1,2,89
"CAZyme","N0.HOG0002024",1.5,2,20
"CAZyme","N0.HOG0002026",2,0,327
"CAZyme","N0.HOG0002028",2,0,327
"CAZyme","N0.HOG0002031",4,0,49
"CAZyme","N0.HOG0002032",3,0,50
"CAZyme","N0.HOG0002036",1,1,371
"CAZyme","N0.HOG0002038",2,1,87
"CAZyme","N0.HOG0002039",2,1,87
"CAZyme","N0.HOG0002041",0,2,269
"CAZyme","N0.HOG0002042",2,0,327
"CAZyme","N0.HOG0002043",2,0,327
"CAZyme","N0.HOG0002049",3,0,50
"CAZyme","N0.HOG0002050",0,5.5,5
"CAZyme","N0.HOG0002051",2,1.5,19
"CAZyme","N0.HOG0002056",2,2,208
"CAZyme","N0.HOG0002057",1,1,371
"CAZyme","N0.HOG0002061",2,2,208
"CAZyme","N0.HOG0002063",5,6,2
"CAZyme","N0.HOG0002070",0,2,269
"CAZyme","N0.HOG0002075",1.5,2,20
"CAZyme","N0.HOG0002078",0,4,43
"CAZyme","N0.HOG0002079",0,2,269
"CAZyme","N0.HOG0002080",1,1,371
"CAZyme","N0.HOG0002089",1,1,371
"CAZyme","N0.HOG0002090",1,1,371
"CAZyme","N0.HOG0002094",2,0,327
"CAZyme","N0.HOG0002109",0,2,269
"CAZyme","N0.HOG0002110",4,0,49
"CAZyme","N0.HOG0002113",2,1.5,19
"CAZyme","N0.HOG0002120",5,0,21
"CAZyme","N0.HOG0002122",2,1,87
"CAZyme","N0.HOG0002126",1,0,85
"CAZyme","N0.HOG0002132",0,2,269
"CAZyme","N0.HOG0002133",1,1,371
"CAZyme","N0.HOG0002135",6,0,10
"CAZyme","N0.HOG0002136",0,2,269
"CAZyme","N0.HOG0002138",2,1,87
"CAZyme","N0.HOG0002143",1,2,89
"CAZyme","N0.HOG0002146",2,3,25
"CAZyme","N0.HOG0002158",4,4,11
"CAZyme","N0.HOG0002164",1,2,89
"CAZyme","N0.HOG0002166",2,0,327
"CAZyme","N0.HOG0002171",2,1,87
"CAZyme","N0.HOG0002180",2,2,208
"CAZyme","N0.HOG0002194",2,0,327
"CAZyme","N0.HOG0002197",2,2,208
"CAZyme","N0.HOG0002202",4,0,49
"CAZyme","N0.HOG0002229",2,0,327
"CAZyme","N0.HOG0002236",0,2,269
"CAZyme","N0.HOG0002245",2,2,208
"CAZyme","N0.HOG0002246",1.5,2,20
"CAZyme","N0.HOG0002248",2,2,208
"CAZyme","N0.HOG0002249",1,2,89
"CAZyme","N0.HOG0002251",2,1,87
"CAZyme","N0.HOG0002252",0,2,269
"CAZyme","N0.HOG0002256",3.5,3,1
"CAZyme","N0.HOG0002259",2,0,327
"CAZyme","N0.HOG0002261",2,0,327
"CAZyme","N0.HOG0002269",1,2,89
"CAZyme","N0.HOG0002271",4,0,49
"CAZyme","N0.HOG0002273",2,0,327
"CAZyme","N0.HOG0002279",2,1,87
"CAZyme","N0.HOG0002289",2,2,208
"CAZyme","N0.HOG0002292",3,2,33
"CAZyme","N0.HOG0002294",0,2,269
"CAZyme","N0.HOG0002299",0,1,70
"CAZyme","N0.HOG0002301",2,0,327
"CAZyme","N0.HOG0002307",1,1,371
"CAZyme","N0.HOG0002309",2,2,208
"CAZyme","N0.HOG0002312",2,1,87
"CAZyme","N0.HOG0002316",2,1,87
"CAZyme","N0.HOG0002321",1,2,89
"CAZyme","N0.HOG0002324",0,2,269
"CAZyme","N0.HOG0002326",2,1,87
"CAZyme","N0.HOG0002350",2.5,3.5,1
"CAZyme","N0.HOG0002352",2,1,87
"CAZyme","N0.HOG0002362",0,2,269
"CAZyme","N0.HOG0002369",0,2,269
"CAZyme","N0.HOG0002382",3,3.5,3
"CAZyme","N0.HOG0002384",1,3,5
"CAZyme","N0.HOG0002392",2,2,208
"CAZyme","N0.HOG0002393",2,0,327
"CAZyme","N0.HOG0002394",0,2,269
"CAZyme","N0.HOG0002400",2,2,208
"CAZyme","N0.HOG0002402",2,1,87
"CAZyme","N0.HOG0002407",2,1,87
"CAZyme","N0.HOG0002411",0,1,70
"CAZyme","N0.HOG0002417",0,3,53
"CAZyme","N0.HOG0002418",2,1,87
"CAZyme","N0.HOG0002423",1,1,371
"CAZyme","N0.HOG0002424",2,1,87
"CAZyme","N0.HOG0002437",2,0,327
"CAZyme","N0.HOG0002448",2,0,327
"CAZyme","N0.HOG0002452",2,2,208
"CAZyme","N0.HOG0002459",2,0,327
"CAZyme","N0.HOG0002462",2,2,208
"CAZyme","N0.HOG0002463",0,2,269
"CAZyme","N0.HOG0002468",2,1,87
"CAZyme","N0.HOG0002478",0,1,70
"CAZyme","N0.HOG0002485",2,2,208
"CAZyme","N0.HOG0002486",6,0,10
"CAZyme","N0.HOG0002487",2,1,87
"CAZyme","N0.HOG0002491",2,0,327
"CAZyme","N0.HOG0002495",2,1.5,19
"CAZyme","N0.HOG0002508",2,2,208
"CAZyme","N0.HOG0002510",2,0,327
"CAZyme","N0.HOG0002514",2,0,327
"CAZyme","N0.HOG0002517",1,2,89
"CAZyme","N0.HOG0002518",0,2,269
"CAZyme","N0.HOG0002520",0,2,269
"CAZyme","N0.HOG0002521",1,1,371
"CAZyme","N0.HOG0002527",2,2,208
"CAZyme","N0.HOG0002531",1,1,371
"CAZyme","N0.HOG0002534",1,4,3
"CAZyme","N0.HOG0002535",2,1,87
"CAZyme","N0.HOG0002536",1,1,371
"CAZyme","N0.HOG0002538",1,1,371
"CAZyme","N0.HOG0002542",1,0,85
"CAZyme","N0.HOG0002544",1,2,89
"CAZyme","N0.HOG0002550",1,1,371
"CAZyme","N0.HOG0002551",2,1,87
"CAZyme","N0.HOG0002554",2,2.5,6
"CAZyme","N0.HOG0002557",4,0,49
"CAZyme","N0.HOG0002558",1,1,371
"CAZyme","N0.HOG0002563",2,1,87
"CAZyme","N0.HOG0002566",1,1.5,20
"CAZyme","N0.HOG0002568",5,0,21
"CAZyme","N0.HOG0002571",0,4,43
"CAZyme","N0.HOG0002573",0,2,269
"CAZyme","N0.HOG0002575",2,2,208
"CAZyme","N0.HOG0002578",1.5,1,18
"CAZyme","N0.HOG0002579",1,2,89
"CAZyme","N0.HOG0002585",2,1,87
"CAZyme","N0.HOG0002602",4,0,49
"CAZyme","N0.HOG0002603",0,2,269
"CAZyme","N0.HOG0002605",0,2,269
"CAZyme","N0.HOG0002606",2,1.5,19
"CAZyme","N0.HOG0002628",2,1,87
"CAZyme","N0.HOG0002631",3.5,0,5
"CAZyme","N0.HOG0002646",0,5,22
"CAZyme","N0.HOG0002649",1,1,371
"CAZyme","N0.HOG0002662",2,2,208
"CAZyme","N0.HOG0002664",0,2,269
"CAZyme","N0.HOG0002668",2,0,327
"CAZyme","N0.HOG0002671",3,1,4
"CAZyme","N0.HOG0002672",2,1,87
"CAZyme","N0.HOG0002673",2,2,208
"CAZyme","N0.HOG0002678",0,2,269
"CAZyme","N0.HOG0002685",1,2,89
"CAZyme","N0.HOG0002690",3,0,50
"CAZyme","N0.HOG0002697",1,1,371
"CAZyme","N0.HOG0002698",0,3,53
"CAZyme","N0.HOG0002707",1,2,89
"CAZyme","N0.HOG0002721",1,2,89
"CAZyme","N0.HOG0002725",2,0,327
"CAZyme","N0.HOG0002729",2,0,327
"CAZyme","N0.HOG0002730",1.5,0,20
"CAZyme","N0.HOG0002733",1,1,371
"CAZyme","N0.HOG0002734",1,0,85
"CAZyme","N0.HOG0002735",0,2,269
"CAZyme","N0.HOG0002738",1,0,85
"CAZyme","N0.HOG0002739",1,1,371
"CAZyme","N0.HOG0002740",2,1,87
"CAZyme","N0.HOG0002741",2,0,327
"CAZyme","N0.HOG0002742",2,2,208
"CAZyme","N0.HOG0002743",0,4,43
"CAZyme","N0.HOG0002747",1,1,371
"CAZyme","N0.HOG0002756",2,0,327
"CAZyme","N0.HOG0002761",1,1,371
"CAZyme","N0.HOG0002769",1.5,0,20
"CAZyme","N0.HOG0002770",5,0,21
"CAZyme","N0.HOG0002781",23,19.5,1
"CAZyme","N0.HOG0002782",3,3,32
"CAZyme","N0.HOG0002783",2,3,25
"CAZyme","N0.HOG0002784",2,0,327
"CAZyme","N0.HOG0002788",0,4,43
"CAZyme","N0.HOG0002804",0,5,22
"CAZyme","N0.HOG0002812",1,0,85
"CAZyme","N0.HOG0002819",0,2,269
"CAZyme","N0.HOG0002823",0,4,43
"CAZyme","N0.HOG0002826",0,2,269
"CAZyme","N0.HOG0002831",7,5,3
"CAZyme","N0.HOG0002838",1,1,371
"CAZyme","N0.HOG0002840",1,1,371
"CAZyme","N0.HOG0002846",1,1,371
"CAZyme","N0.HOG0002848",1,1,371
"CAZyme","N0.HOG0002850",1.5,0,20
"CAZyme","N0.HOG0002856",1,1,371
"CAZyme","N0.HOG0002863",1,2,89
"CAZyme","N0.HOG0002868",1,1,371
"CAZyme","N0.HOG0002873",1,1,371
"CAZyme","N0.HOG0002878",1,2,89
"CAZyme","N0.HOG0002892",1,1,371
"CAZyme","N0.HOG0002894",2,0,327
"CAZyme","N0.HOG0002896",0,2,269
"CAZyme","N0.HOG0002923",1,1,371
"CAZyme","N0.HOG0002924",1,1,371
"CAZyme","N0.HOG0002936",1,1,371
"CAZyme","N0.HOG0002937",2,2,208
"CAZyme","N0.HOG0002940",1,1,371
"CAZyme","N0.HOG0002941",2,0,327
"CAZyme","N0.HOG0002945",2,2,208
"CAZyme","N0.HOG0002957",1,1,371
"CAZyme","N0.HOG0002958",1,1,371
"CAZyme","N0.HOG0002962",1,2,89
"CAZyme","N0.HOG0002967",2,0,327
"CAZyme","N0.HOG0002968",0,2,269
"CAZyme","N0.HOG0002972",0,2,269
"CAZyme","N0.HOG0002982",2,0,327
"CAZyme","N0.HOG0002985",2,3,25
"CAZyme","N0.HOG0002993",2.5,3,2
"CAZyme","N0.HOG0003013",0,2,269
"CAZyme","N0.HOG0003018",1,0,85
"CAZyme","N0.HOG0003030",1,1,371
"CAZyme","N0.HOG0003041",1,1,371
"CAZyme","N0.HOG0003042",2,0,327
"CAZyme","N0.HOG0003044",2,0,327
"CAZyme","N0.HOG0003045",1,0,85
"CAZyme","N0.HOG0003046",1,2,89
"CAZyme","N0.HOG0003053",0,2,269
"CAZyme","N0.HOG0003058",0,2,269
"CAZyme","N0.HOG0003060",2,2,208
"CAZyme","N0.HOG0003064",4,0,49
"CAZyme","N0.HOG0003073",0,2,269
"CAZyme","N0.HOG0003084",2.5,3,2
"CAZyme","N0.HOG0003087",1,1,371
"CAZyme","N0.HOG0003089",2,0,327
"CAZyme","N0.HOG0003092",2,0,327
"CAZyme","N0.HOG0003094",2,0,327
"CAZyme","N0.HOG0003110",0,1.5,15
"CAZyme","N0.HOG0003112",1,1,371
"CAZyme","N0.HOG0003118",1,1,371
"CAZyme","N0.HOG0003141",2,2,208
"CAZyme","N0.HOG0003143",1,1,371
"CAZyme","N0.HOG0003148",0,3,53
"CAZyme","N0.HOG0003153",1,1,371
"CAZyme","N0.HOG0003156",2.5,0,5
"CAZyme","N0.HOG0003161",0,1.5,15
"CAZyme","N0.HOG0003170",2,3,25
"CAZyme","N0.HOG0003172",0,2,269
"CAZyme","N0.HOG0003173",2,0,327
"CAZyme","N0.HOG0003174",1,1,371
"CAZyme","N0.HOG0003175",3.5,4,2
"CAZyme","N0.HOG0003178",1,1,371
"CAZyme","N0.HOG0003187",1,1,371
"CAZyme","N0.HOG0003190",2,0,327
"CAZyme","N0.HOG0003197",1,1,371
"CAZyme","N0.HOG0003202",2,1,87
"CAZyme","N0.HOG0003208",1.5,0,20
"CAZyme","N0.HOG0003218",2,1,87
"CAZyme","N0.HOG0003219",1,1,371
"CAZyme","N0.HOG0003229",1,2,89
"CAZyme","N0.HOG0003232",2,0,327
"CAZyme","N0.HOG0003237",1,1,371
"CAZyme","N0.HOG0003238",1,1,371
"CAZyme","N0.HOG0003240",0,2,269
"CAZyme","N0.HOG0003246",2,2,208
"CAZyme","N0.HOG0003251",1,1,371
"CAZyme","N0.HOG0003256",2,2,208
"CAZyme","N0.HOG0003259",2,0,327
"CAZyme","N0.HOG0003263",0,2,269
"CAZyme","N0.HOG0003271",0,2,269
"CAZyme","N0.HOG0003278",1,1,371
"CAZyme","N0.HOG0003282",1,0,85
"CAZyme","N0.HOG0003287",1,1,371
"CAZyme","N0.HOG0003303",1,1,371
"CAZyme","N0.HOG0003306",1,1,371
"CAZyme","N0.HOG0003309",1,1,371
"CAZyme","N0.HOG0003319",4,0,49
"CAZyme","N0.HOG0003320",1,0,85
"CAZyme","N0.HOG0003325",2,0,327
"CAZyme","N0.HOG0003331",1,1,371
"CAZyme","N0.HOG0003335",1,1,371
"CAZyme","N0.HOG0003355",1,1,371
"CAZyme","N0.HOG0003373",2,0,327
"CAZyme","N0.HOG0003379",0,2,269
"CAZyme","N0.HOG0003387",1,1,371
"CAZyme","N0.HOG0003394",2,0,327
"CAZyme","N0.HOG0003408",0,2,269
"CAZyme","N0.HOG0003411",2,2,208
"CAZyme","N0.HOG0003419",5.5,2,1
"CAZyme","N0.HOG0003433",2,0,327
"CAZyme","N0.HOG0003434",1,1,371
"CAZyme","N0.HOG0003445",3,4,13
"CAZyme","N0.HOG0003446",1,1,371
"CAZyme","N0.HOG0003451",0,2,269
"CAZyme","N0.HOG0003462",2,0,327
"CAZyme","N0.HOG0003475",1,2,89
"CAZyme","N0.HOG0003483",1,1,371
"CAZyme","N0.HOG0003490",1,1,371
"CAZyme","N0.HOG0003492",1,1,371
"CAZyme","N0.HOG0003494",2,2,208
"CAZyme","N0.HOG0003496",2,2,208
"CAZyme","N0.HOG0003513",1,1,371
"CAZyme","N0.HOG0003516",0,2,269
"CAZyme","N0.HOG0003518",0,2,269
"CAZyme","N0.HOG0003520",1,1,371
"CAZyme","N0.HOG0003523",0,4,43
"CAZyme","N0.HOG0003524",2,0,327
"CAZyme","N0.HOG0003548",0,2,269
"CAZyme","N0.HOG0003562",1,1,371
"CAZyme","N0.HOG0003564",0,2,269
"CAZyme","N0.HOG0003568",1,1,371
"CAZyme","N0.HOG0003573",2,0,327
"CAZyme","N0.HOG0003574",0,3,53
"CAZyme","N0.HOG0003580",1,1,371
"CAZyme","N0.HOG0003582",2,2,208
"CAZyme","N0.HOG0003590",2,0,327
"CAZyme","N0.HOG0003592",0,2,269
"CAZyme","N0.HOG0003593",2,1,87
"CAZyme","N0.HOG0003597",3,2,33
"CAZyme","N0.HOG0003598",1,1,371
"CAZyme","N0.HOG0003599",2,0,327
"CAZyme","N0.HOG0003600",1,1,371
"CAZyme","N0.HOG0003612",1,1,371
"CAZyme","N0.HOG0003629",0,2,269
"CAZyme","N0.HOG0003630",1,1,371
"CAZyme","N0.HOG0003631",1,3,5
"CAZyme","N0.HOG0003632",2,0,327
"CAZyme","N0.HOG0003645",5,0,21
"CAZyme","N0.HOG0003649",0,2,269
"CAZyme","N0.HOG0003653",2,2,208
"CAZyme","N0.HOG0003655",3,2.5,5
"CAZyme","N0.HOG0003657",0,2,269
"CAZyme","N0.HOG0003662",2,0,327
"CAZyme","N0.HOG0003665",1,1,371
"CAZyme","N0.HOG0003670",2,0,327
"CAZyme","N0.HOG0003680",1,1,371
"CAZyme","N0.HOG0003687",1,1,371
"CAZyme","N0.HOG0003702",2,2,208
"CAZyme","N0.HOG0003718",2,1,87
"CAZyme","N0.HOG0003721",0,2,269
"CAZyme","N0.HOG0003722",2,0,327
"CAZyme","N0.HOG0003724",1,1,371
"CAZyme","N0.HOG0003731",0,1,70
"CAZyme","N0.HOG0003744",1,2,89
"CAZyme","N0.HOG0003759",0,2,269
"CAZyme","N0.HOG0003766",1,1,371
"CAZyme","N0.HOG0003768",1,1,371
"CAZyme","N0.HOG0003784",2,0,327
"CAZyme","N0.HOG0003790",3,3,32
"CAZyme","N0.HOG0003805",0,2,269
"CAZyme","N0.HOG0003810",2,2,208
"CAZyme","N0.HOG0003812",2,0,327
"CAZyme","N0.HOG0003817",1,1,371
"CAZyme","N0.HOG0003836",0,3,53
"CAZyme","N0.HOG0003837",2,2,208
"CAZyme","N0.HOG0003840",2,0,327
"CAZyme","N0.HOG0003852",1,0,85
"CAZyme","N0.HOG0003863",5,0,21
"CAZyme","N0.HOG0003867",2,2,208
"CAZyme","N0.HOG0003868",2,0,327
"CAZyme","N0.HOG0003874",1,1,371
"CAZyme","N0.HOG0003879",2,3,25
"CAZyme","N0.HOG0003880",1,1,371
"CAZyme","N0.HOG0003891",0,2,269
"CAZyme","N0.HOG0003897",2,4,9
"CAZyme","N0.HOG0003898",1,1,371
"CAZyme","N0.HOG0003905",2,2,208
"CAZyme","N0.HOG0003918",2,1,87
"CAZyme","N0.HOG0003924",2,0,327
"CAZyme","N0.HOG0003925",1,1,371
"CAZyme","N0.HOG0003927",2,0,327
"CAZyme","N0.HOG0003935",2,2,208
"CAZyme","N0.HOG0003948",0,3.5,8
"CAZyme","N0.HOG0003949",2,0,327
"CAZyme","N0.HOG0003951",1,1,371
"CAZyme","N0.HOG0003964",1,2,89
"CAZyme","N0.HOG0003965",2,0,327
"CAZyme","N0.HOG0003974",1,0,85
"CAZyme","N0.HOG0003978",2,4,9
"CAZyme","N0.HOG0003979",1,1,371
"CAZyme","N0.HOG0003987",0,2,269
"CAZyme","N0.HOG0003990",1.5,2,20
"CAZyme","N0.HOG0003993",2,0,327
"CAZyme","N0.HOG0003999",1,1,371
"CAZyme","N0.HOG0004002",1,1,371
"CAZyme","N0.HOG0004006",1,3,5
"CAZyme","N0.HOG0004031",1,2,89
"CAZyme","N0.HOG0004033",2,0,327
"CAZyme","N0.HOG0004036",1,1,371
"CAZyme","N0.HOG0004037",1,1,371
"CAZyme","N0.HOG0004038",0,1,70
"CAZyme","N0.HOG0004047",4,3,5
"CAZyme","N0.HOG0004070",0,2,269
"CAZyme","N0.HOG0004079",1,1,371
"CAZyme","N0.HOG0004085",1,1,371
"CAZyme","N0.HOG0004091",1,0,85
"CAZyme","N0.HOG0004093",1,1,371
"CAZyme","N0.HOG0004095",2,1,87
"CAZyme","N0.HOG0004097",1,1,371
"CAZyme","N0.HOG0004102",0,2,269
"CAZyme","N0.HOG0004107",2,1,87
"CAZyme","N0.HOG0004108",0,7,10
"CAZyme","N0.HOG0004112",0,3,53
"CAZyme","N0.HOG0004118",0,2,269
"CAZyme","N0.HOG0004124",2,0,327
"CAZyme","N0.HOG0004128",2,2,208
"CAZyme","N0.HOG0004140",0,8,9
"CAZyme","N0.HOG0004143",2,0,327
"CAZyme","N0.HOG0004146",1,1,371
"CAZyme","N0.HOG0004151",0,2,269
"CAZyme","N0.HOG0004153",2,4,9
"CAZyme","N0.HOG0004160",5,0,21
"CAZyme","N0.HOG0004164",2,1,87
"CAZyme","N0.HOG0004165",0,2,269
"CAZyme","N0.HOG0004167",1,1,371
"CAZyme","N0.HOG0004175",0,2,269
"CAZyme","N0.HOG0004181",2,0,327
"CAZyme","N0.HOG0004186",0,6,12
"CAZyme","N0.HOG0004190",1,1,371
"CAZyme","N0.HOG0004192",1,1,371
"CAZyme","N0.HOG0004193",1,1,371
"CAZyme","N0.HOG0004203",1,1,371
"CAZyme","N0.HOG0004210",1,1,371
"CAZyme","N0.HOG0004221",0,2,269
"CAZyme","N0.HOG0004225",1,1,371
"CAZyme","N0.HOG0004226",1,1,371
"CAZyme","N0.HOG0004231",2,0,327
"CAZyme","N0.HOG0004232",1,1,371
"CAZyme","N0.HOG0004239",1,1,371
"CAZyme","N0.HOG0004241",0,2,269
"CAZyme","N0.HOG0004242",2,2,208
"CAZyme","N0.HOG0004249",0,2,269
"CAZyme","N0.HOG0004257",0,2,269
"CAZyme","N0.HOG0004269",1,1,371
"CAZyme","N0.HOG0004270",0,2,269
"CAZyme","N0.HOG0004277",0,2,269
"CAZyme","N0.HOG0004287",2,1,87
"CAZyme","N0.HOG0004298",2,0,327
"CAZyme","N0.HOG0004300",1,1,371
"CAZyme","N0.HOG0004305",0,2,269
"CAZyme","N0.HOG0004306",4,0,49
"CAZyme","N0.HOG0004311",1,2,89
"CAZyme","N0.HOG0004321",0,2,269
"CAZyme","N0.HOG0004325",1,1,371
"CAZyme","N0.HOG0004327",0,2,269
"CAZyme","N0.HOG0004331",0,2,269
"CAZyme","N0.HOG0004332",2,2,208
"CAZyme","N0.HOG0004335",2,0,327
"CAZyme","N0.HOG0004339",0,2,269
"CAZyme","N0.HOG0004350",2,0,327
"CAZyme","N0.HOG0004353",0,2,269
"CAZyme","N0.HOG0004355",2,0,327
"CAZyme","N0.HOG0004361",0,2,269
"CAZyme","N0.HOG0004364",3,0,50
"CAZyme","N0.HOG0004367",1,2,89
"CAZyme","N0.HOG0004377",0,2,269
"CAZyme","N0.HOG0004387",1,1,371
"CAZyme","N0.HOG0004389",1,1,371
"CAZyme","N0.HOG0004396",1,1.5,20
"CAZyme","N0.HOG0004402",2,0,327
"CAZyme","N0.HOG0004407",2,0,327
"CAZyme","N0.HOG0004412",1,1,371
"CAZyme","N0.HOG0004414",3,0,50
"CAZyme","N0.HOG0004415",2,2,208
"CAZyme","N0.HOG0004417",2,0,327
"CAZyme","N0.HOG0004418",1,1,371
"CAZyme","N0.HOG0004419",3,2.5,5
"CAZyme","N0.HOG0004448",1,1,371
"CAZyme","N0.HOG0004450",0,2,269
"CAZyme","N0.HOG0004459",1,1,371
"CAZyme","N0.HOG0004476",0,2,269
"CAZyme","N0.HOG0004482",1,1,371
"CAZyme","N0.HOG0004494",1,1,371
"CAZyme","N0.HOG0004495",3,4,13
"CAZyme","N0.HOG0004503",1,0,85
"CAZyme","N0.HOG0004506",1,1,371
"CAZyme","N0.HOG0004517",2,2,208
"CAZyme","N0.HOG0004529",1,1,371
"CAZyme","N0.HOG0004534",1,1,371
"CAZyme","N0.HOG0004542",1,2,89
"CAZyme","N0.HOG0004555",1,1,371
"CAZyme","N0.HOG0004565",0,1,70
"CAZyme","N0.HOG0004588",1,0,85
"CAZyme","N0.HOG0004592",1,1,371
"CAZyme","N0.HOG0004600",2,2,208
"CAZyme","N0.HOG0004617",0,1,70
"CAZyme","N0.HOG0004620",2,0,327
"CAZyme","N0.HOG0004622",1,1,371
"CAZyme","N0.HOG0004640",1,0,85
"CAZyme","N0.HOG0004643",1,1,371
"CAZyme","N0.HOG0004651",2,0,327
"CAZyme","N0.HOG0004658",1,1,371
"CAZyme","N0.HOG0004665",2,2,208
"CAZyme","N0.HOG0004667",2,2,208
"CAZyme","N0.HOG0004673",0,2,269
"CAZyme","N0.HOG0004682",2,0,327
"CAZyme","N0.HOG0004688",1,1,371
"CAZyme","N0.HOG0004707",1,1,371
"CAZyme","N0.HOG0004720",1,0,85
"CAZyme","N0.HOG0004722",0,2,269
"CAZyme","N0.HOG0004723",2,1,87
"CAZyme","N0.HOG0004727",0,3,53
"CAZyme","N0.HOG0004730",1,0,85
"CAZyme","N0.HOG0004733",1,1,371
"CAZyme","N0.HOG0004738",1,1,371
"CAZyme","N0.HOG0004739",0,3,53
"CAZyme","N0.HOG0004741",0,2,269
"CAZyme","N0.HOG0004753",2,2,208
"CAZyme","N0.HOG0004754",1,1,371
"CAZyme","N0.HOG0004759",0,2,269
"CAZyme","N0.HOG0004767",2,0,327
"CAZyme","N0.HOG0004770",7,0,8
"CAZyme","N0.HOG0004779",1,0,85
"CAZyme","N0.HOG0004808",0,2,269
"CAZyme","N0.HOG0004814",3,0,50
"CAZyme","N0.HOG0004836",1,1,371
"CAZyme","N0.HOG0004844",0,2,269
"CAZyme","N0.HOG0004855",1,0,85
"CAZyme","N0.HOG0004861",2,0,327
"CAZyme","N0.HOG0004872",1,1,371
"CAZyme","N0.HOG0004881",2,0,327
"CAZyme","N0.HOG0004890",2,0,327
"CAZyme","N0.HOG0004899",2,0,327
"CAZyme","N0.HOG0004908",1,1,371
"CAZyme","N0.HOG0004910",1,1,371
"CAZyme","N0.HOG0004911",0,2,269
"CAZyme","N0.HOG0004917",1,1,371
"CAZyme","N0.HOG0004919",0,3,53
"CAZyme","N0.HOG0004926",2,0,327
"CAZyme","N0.HOG0004933",2,0,327
"CAZyme","N0.HOG0004937",1,1,371
"CAZyme","N0.HOG0004942",2,0,327
"CAZyme","N0.HOG0004945",0,2,269
"CAZyme","N0.HOG0004948",0,2,269
"CAZyme","N0.HOG0004951",0,5,22
"CAZyme","N0.HOG0004974",1,2,89
"CAZyme","N0.HOG0004976",4,2,8
"CAZyme","N0.HOG0004991",1,1,371
"CAZyme","N0.HOG0004995",0,2,269
"CAZyme","N0.HOG0005006",2,0,327
